variant,report_id,phase,phase_disclosure_idx,occurrence_idx,standard_id,disclosure_id,material_topic,requirement_id,status,decision_path,rationale,citations_json,confidence,source
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,d.iii,no_evidence,standard,"No description of actions to manage positive impacts (e.g., community benefits from reduced emissions).",[],0.0,cache
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,e.i,pass,standard,"Describes online monitoring, CEMs, and third-party measurements as tracking processes.","[""Bangchak2024__c_0190"", ""Bangchak2024__c_0201""]",0.0,cache
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,e.ii,pass,standard,"Reports targets (zero complaints, 200 ppm limit) and ISO 14001 compliance as indicators.","[""Bangchak2024__c_0201"", ""Bangchak2024__c_0200""]",0.0,cache
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,e.iii,pass,standard,States zero complaints and meeting legal limits as progress toward targets.,"[""Bangchak2024__c_0201"", ""Bangchak2024__c_0200""]",0.0,cache
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,e.iv,pass,standard,Mentions carbon capture tech and collaboration with AIT as lessons incorporated.,"[""Bangchak2024__c_0195""]",0.0,cache
a0,Bangchak2024,phase5,2,0,GRI 3,3-3,Air emissions,f,partial,standard,Mentions stakeholder consideration and annual surveys but lacks explicit linkage to how stakeholder input directly informed action effectiveness.,"[""Bangchak2024__c_0190"", ""Bangchak2024__c_0197""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,a,no_evidence,standard,"No explicit description of impacts on economy, environment, people, or human rights related to anti-corruption.",[],0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,b,partial,standard,"Mentions high-risk processes (e.g., license applications) but does not explicitly confirm involvement in negative impacts.","[""Bangchak2024__c_0101""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,c,pass,standard,"Explicitly describes anti-corruption policy, scope, and training programs.","[""Bangchak2024__c_0101"", ""Bangchak2024__c_0103"", ""Bangchak2024__c_0105""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,d.i,pass,standard,"Describes preventive measures for high-risk processes (e.g., corruption risk assessments).","[""Bangchak2024__c_0101""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,d.ii,pass,standard,Reports addressing a corruption complaint with disciplinary actions and process improvements.,"[""Bangchak2024__c_0105""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,d.iii,no_evidence,standard,No mention of actions to manage positive impacts related to anti-corruption.,[],0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,e.i,pass,standard,Monitoring progress against targets and reporting to committees is explicitly described.,"[""Bangchak2024__c_0100""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,e.ii,partial,standard,Improvement targets are mentioned but lack specific goals or indicators.,"[""Bangchak2024__c_0100""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,e.iii,partial,standard,"A complaint resolution is noted, but progress toward specific goals is not quantified.","[""Bangchak2024__c_0105""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,e.iv,pass,standard,Lessons learned from investigations are explicitly used to improve processes.,"[""Bangchak2024__c_0105""]",0.0,cache
a0,Bangchak2024,phase5,3,0,GRI 3,3-3,Anti-corruption & Anti-competitive behavior,f,no_evidence,standard,No explicit mention of stakeholder engagement informing actions or effectiveness for anti-corruption.,[],0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,a,partial,standard,"Evidence mentions environmental and economic impacts (spills, wastewater) but lacks explicit human rights references.","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0187""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,b,pass,standard,Report explicitly states involvement in spill risks via refining activities and business relationships.,"[""Bangchak2024__c_0188""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,c,pass,standard,"Policies on spill prevention, emergency response, and safety standards are explicitly described.","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,d.i,pass,standard,"Actions like Pigging System, spill response plans, and safety tech are detailed for prevention/mitigation.","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,d.ii,partial,standard,Mentions spill response measures but lacks explicit details on remediation of actual incidents.,"[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,d.iii,pass,standard,Water recycling and spill prevention contribute to positive environmental impacts.,"[""Bangchak2024__c_0187"", ""Bangchak2024__c_0188""]",0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,e.i,no_evidence,standard,No explicit processes for tracking effectiveness of actions related to the material topic.,[],0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,e.ii,no_evidence,standard,"No goals, targets, or indicators for evaluating progress on the material topic.",[],0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,e.iii,no_evidence,standard,No explicit evaluation of action effectiveness or progress toward goals for the material topic.,[],0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,e.iv,no_evidence,standard,No mention of lessons learned or policy updates related to the material topic.,[],0.0,cache
a0,Bangchak2024,phase5,4,0,GRI 3,3-3,Asset integrity and critical incident management,f,no_evidence,standard,No evidence of stakeholder engagement related to 'Asset integrity and critical incident management'.,[],0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,a,partial,standard,Evidence discusses environmental and economic impacts but lacks explicit mention of human rights.,"[""Bangchak2024__c_0212""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,b,no_evidence,standard,No explicit statement on involvement in negative impacts through activities or business relationships.,[],0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,c,pass,standard,"Policies and committees (e.g., Sustainability Management Committee) are explicitly described.","[""Bangchak2024__c_0212""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,d.i,pass,standard,"Mitigation measures (e.g., GIS-based risk assessment) are explicitly described.","[""Bangchak2024__c_0213"", ""Bangchak2024__c_0214""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,d.ii,no_evidence,standard,No explicit mention of addressing actual negative impacts or remediation actions.,[],0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,d.iii,pass,standard,"Conservation and restoration projects (e.g., firefly conservation) are explicitly described.","[""Bangchak2024__c_0213""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,e.i,pass,standard,"Processes like GIS, environmental impact assessments, and mitigation measures are explicitly described.","[""Bangchak2024__c_0212"", ""Bangchak2024__c_0213"", ""Bangchak2024__c_0214""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,e.ii,partial,standard,"Projects (e.g., reforestation) are mentioned, but specific goals/targets for biodiversity are not quantified.","[""Bangchak2024__c_0213"", ""Bangchak2024__c_0215""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,e.iii,partial,standard,"Zero complaints and mitigation measures are noted, but progress toward specific goals is not detailed.","[""Bangchak2024__c_0213"", ""Bangchak2024__c_0215""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,e.iv,no_evidence,standard,No mention of lessons learned or policy updates related to biodiversity.,"[""Bangchak2024__c_0212"", ""Bangchak2024__c_0213"", ""Bangchak2024__c_0214"", ""Bangchak2024__c_0215""]",0.0,cache
a0,Bangchak2024,phase5,5,0,GRI 3,3-3,Biodiversity,f,no_evidence,standard,No explicit mention of stakeholder engagement informing actions or effectiveness for biodiversity.,"[""Bangchak2024__c_0212"", ""Bangchak2024__c_0213"", ""Bangchak2024__c_0214"", ""Bangchak2024__c_0215""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,a,no_evidence,standard,"No evidence directly addresses impacts on 'Conflict and security' (e.g., no mention of conflict-related risks, security measures, or related human rights impacts).","[""Bangchak2024__c_0299"", ""Bangchak2024__c_0300"", ""Bangchak2024__c_0301"", ""Bangchak2024__c_0302"", ""Bangchak2024__c_0303""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,b,no_evidence,standard,"No evidence explicitly links the organization to negative impacts related to 'Conflict and security' (e.g., no mention of conflict zones, security risks, or related business relationships).","[""Bangchak2024__c_0300"", ""Bangchak2024__c_0304"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0314"", ""Bangchak2024__c_0315""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,c,no_evidence,standard,"No policies or commitments explicitly address 'Conflict and security' (e.g., policies focus on human rights, environment, but not conflict/security management).","[""Bangchak2024__c_0299"", ""Bangchak2024__c_0301"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0310"", ""Bangchak2024__c_0313""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,d.i,no_evidence,standard,"No actions to prevent/mitigate potential negative impacts related to 'Conflict and security' are described (e.g., actions focus on human rights, not conflict/security).","[""Bangchak2024__c_0302"", ""Bangchak2024__c_0304"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0314"", ""Bangchak2024__c_0315""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,d.ii,no_evidence,standard,"No actions to address actual negative impacts related to 'Conflict and security' are described (e.g., remediation focuses on human rights, not conflict/security).","[""Bangchak2024__c_0302"", ""Bangchak2024__c_0303"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0314"", ""Bangchak2024__c_0315""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,d.iii,no_evidence,standard,"No actions to manage positive impacts related to 'Conflict and security' are described (e.g., positive impacts not mentioned at all).","[""Bangchak2024__c_0298"", ""Bangchak2024__c_0299"", ""Bangchak2024__c_0307"", ""Bangchak2024__c_0310"", ""Bangchak2024__c_0313""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,e.i,no_evidence,standard,No evidence specifies processes for tracking effectiveness of actions related to 'Conflict and security'. General monitoring statements exist but are off-topic.,"[""Bangchak2024__c_0303"", ""Bangchak2024__c_0304"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0313"", ""Bangchak2024__c_0314""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,e.ii,no_evidence,standard,"No goals, targets, or indicators for 'Conflict and security' are reported. Evidence mentions employee engagement metrics but not conflict/security-related KPIs.","[""Bangchak2024__c_0298"", ""Bangchak2024__c_0306"", ""Bangchak2024__c_0309"", ""Bangchak2024__c_0310"", ""Bangchak2024__c_0311""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,e.iii,no_evidence,standard,No progress reports on actions related to 'Conflict and security'. Evidence states no complaints but does not address effectiveness of conflict/security management.,"[""Bangchak2024__c_0305"", ""Bangchak2024__c_0314"", ""Bangchak2024__c_0315"", ""Bangchak2024__c_0303"", ""Bangchak2024__c_0304""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,e.iv,no_evidence,standard,No lessons learned from 'Conflict and security' actions are mentioned. Evidence discusses process reviews but not conflict/security-specific improvements.,"[""Bangchak2024__c_0306"", ""Bangchak2024__c_0314"", ""Bangchak2024__c_0315"", ""Bangchak2024__c_0303"", ""Bangchak2024__c_0304""]",0.0,cache
a0,Bangchak2024,phase5,6,0,GRI 3,3-3,Conflict and security,f,no_evidence,standard,"No evidence discusses stakeholder engagement related to 'Conflict and security'. Evidence focuses on human rights, employee engagement, and environmental issues.","[""Bangchak2024__c_0298"", ""Bangchak2024__c_0309"", ""Bangchak2024__c_0310"", ""Bangchak2024__c_0311"", ""Bangchak2024__c_0312""]",0.0,cache
a0,Bangchak2024,phase5,7,0,GRI 3,3-3,Economic impacts,a,partial,standard,"Evidence describes positive economic impacts (e.g., job creation, community income) but lacks explicit discussion of negative economic impacts.","[""Bangchak2024__c_0257"", ""Bangchak2024__c_0260"", ""Bangchak2024__c_0263""]",0.0,cache
a0,Bangchak2024,phase5,7,0,GRI 3,3-3,Economic impacts,b,no_evidence,standard,No explicit mention of negative economic impacts or business relationships linked to them.,[],0.0,cache
a0,Bangchak2024,phase5,7,0,GRI 3,3-3,Economic impacts,c,pass,standard,Policies like 'Bangchak Sarng Ngarn Pun Archeep' and community economic support initiatives are explicitly described.,"[""Bangchak2024__c_0257"", ""Bangchak2024__c_0260""]",0.0,cache
a0,Bangchak2024,phase5,7,0,GRI 3,3-3,Economic impacts,d.i,no_evidence,standard,No explicit actions to prevent/mitigate negative economic impacts are described.,[],0.0,cache
