report_id,phase,disclosure_id,material_topic,requirement_id,occurrence_idx,standard_id,a0_status,a0_decision_path,a0_rationale,a0_citations_json,a0_confidence,a0_source,a1_status,a1_decision_path,a1_rationale,a1_citations_json,a1_confidence,a1_source,a2_status,a2_decision_path,a2_rationale,a2_citations_json,a2_confidence,a2_source,v_new_status,v_new_decision_path,v_new_rationale,v_new_citations_json,v_new_confidence,v_new_source,a0_status_resolved,a1_status_resolved,a2_status_resolved,v_new_status_resolved,any_disagree_primary,any_unrecoverable_primary,any_gci_error,disagreement_pattern
Bangchak2024,phase3,2-13,__none__,b,0,GRI 2,no_evidence,standard,No verdict produced.,[],,llm,no_evidence,standard,No verdict produced.,[],,llm,pass,standard,The report states meetings occur at least twice annually and describes the SMC's role in reporting progress to committees.,"[""Bangchak2024__c_0042""]",0.0,cache,partial,standard,States meetings held twice yearly but lacks full process description for reporting back.,"[""Bangchak2024__c_0042""]",0.0,cache,no_evidence,no_evidence,pass,partial,True,False,False,no_evidence|no_evidence|pass|partial
Bangchak2024,phase3,2-16,__none__,a,0,GRI 2,no_evidence,standard,"No explicit mention of 'critical concerns' being communicated to governance bodies. References to committees (SMC, SPC, SCGC) exist but lack direct linkage to critical concerns.","[""Bangchak2024__c_0054""]",0.0,cache,no_evidence,standard,No evidence explicitly describes communication of critical concerns to the highest governance body.,"[""Bangchak2024__c_0050"", ""Bangchak2024__c_0054"", ""Bangchak2024__c_0055"", ""Bangchak2024__c_0064"", ""Bangchak2024__c_0065""]",0.0,cache,pass,standard,"Evidence shows communication to governance committees (SMC, SPC, SCGC) for strategic decisions, fulfilling 'how' critical concerns are addressed.","[""Bangchak2024__c_0054""]",0.0,cache,no_evidence,standard,"No evidence describes communication of critical concerns to the highest governance body. Chunks focus on stakeholder engagement, business strategies, and sustainability practices but omit governance-level reporting.","[""Bangchak2024__c_0059"", ""Bangchak2024__c_0064"", ""Bangchak2024__c_0058"", ""Bangchak2024__c_0055"", ""Bangchak2024__c_0050""]",0.0,cache,no_evidence,no_evidence,pass,no_evidence,True,False,False,no_evidence|no_evidence|pass|no_evidence
Bangchak2024,phase3,2-23,__none__,b.i,0,GRI 2,partial,standard,References human rights support but does not specify which internationally recognized rights.,"[""Bangchak2024__c_0043""]",0.0,cache,partial,standard,References human rights support but does not specify which internationally recognized rights.,"[""Bangchak2024__c_0043""]",0.0,cache,no_evidence,standard,No specific human rights covered are listed in the policy commitment.,[],0.0,cache,no_evidence,standard,No specific internationally recognized human rights are listed in the commitment.,[],0.0,cache,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bangchak2024,phase3,2-23,__none__,e,0,GRI 2,pass,standard,"Policy covers all business dimensions, operations, new businesses, and global risks.","[""Bangchak2024__c_0043""]",0.0,cache,pass,standard,"Policy covers all business dimensions, operations, new businesses, and global risks.","[""Bangchak2024__c_0043""]",0.0,cache,partial,standard,Mentions policy coverage but lacks explicit reporting on the extent of application to activities/business relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,partial,standard,Mentions policy coverage of operations and new businesses but lacks explicit scope for business relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,pass,pass,partial,partial,True,False,False,pass|pass|partial|partial
Bangchak2024,phase3,2-24,__none__,a.iii,0,GRI 2,no_evidence,standard,No explicit description of implementation through business relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,no_evidence,standard,No explicit description of implementation through business relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,partial,standard,References new business due-diligence but not implementation through relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,no_evidence,standard,No explicit description of implementation through business relationships.,"[""Bangchak2024__c_0043""]",0.0,cache,no_evidence,no_evidence,partial,no_evidence,True,False,False,no_evidence|no_evidence|partial|no_evidence
Bangchak2024,phase3,2-26,__none__,a.i,0,GRI 2,partial,standard,"Evidence mentions stakeholder engagement methods (surveys, meetings) but does not explicitly describe mechanisms for seeking advice on implementing policies.","[""Bangchak2024__c_0055"", ""Bangchak2024__c_0058"", ""Bangchak2024__c_0050"", ""Bangchak2024__c_0054"", ""Bangchak2024__c_0064""]",0.0,cache,no_evidence,standard,No evidence describes mechanisms for seeking advice on policies/practices for responsible business conduct.,"[""Bangchak2024__c_0058"", ""Bangchak2024__c_0055"", ""Bangchak2024__c_0062"", ""Bangchak2024__c_0065"", ""Bangchak2024__c_0056""]",0.0,cache,no_evidence,standard,"No explicit description of mechanisms for seeking advice on implementing policies. Evidence focuses on stakeholder engagement methods (surveys, meetings) but not policy-specific advisory channels.","[""Bangchak2024__c_0055"", ""Bangchak2024__c_0058"", ""Bangchak2024__c_0050"", ""Bangchak2024__c_0054"", ""Bangchak2024__c_0064""]",0.0,cache,no_evidence,standard,No evidence describes mechanisms for seeking advice on implementing policies for responsible business conduct.,"[""Bangchak2024__c_0064"", ""Bangchak2024__c_0055"", ""Bangchak2024__c_0058"", ""Bangchak2024__c_0062"", ""Bangchak2024__c_0052""]",0.0,cache,partial,no_evidence,no_evidence,no_evidence,True,False,False,partial|no_evidence|no_evidence|no_evidence
Bangchak2024,phase5,3-1,__none__,a.i,0,GRI 3,pass,standard,"Process includes stakeholder input, internal/external data, and alignment with GRI standards, covering economic, environmental, and social impacts (including human rights).","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,pass,standard,"Chunks describe identifying impacts on economy, environment, people, and human rights using internal/external data, stakeholder input, and alignment with ERM and GRI standards.","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,partial,standard,"Evidence describes impact identification via stakeholder input, ERM, and global standards (chunks 0067-0069), but lacks explicit detail on business relationships.","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,partial,standard,"Chunks mention stakeholder input, ERM, and GRI Standards but lack explicit details on identifying actual/potential impacts across all three dimensions (economic, environmental, social).","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,pass,pass,partial,partial,True,False,False,pass|pass|partial|partial
Bangchak2024,phase5,3-1,__none__,b,0,GRI 3,no_evidence,standard,"Stakeholders and experts are mentioned generally (e.g., 'stakeholders,' 'GRI standards'), but not explicitly named or detailed.","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0069""]",0.0,cache,pass,standard,"Chunks reference stakeholder engagement, feedback, and expert alignment (e.g., GRI 11: Oil and Gas Sector 2021) in determining material topics.","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,no_evidence,standard,No explicit mention of specific stakeholders/experts beyond general references to stakeholder input (chunks 0067-0069).,"[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068"", ""Bangchak2024__c_0069""]",0.0,cache,no_evidence,standard,"No explicit mention of specific stakeholders or experts (e.g., names, organizations) informing the process, only general references to 'stakeholders' and 'external data'.","[""Bangchak2024__c_0067"", ""Bangchak2024__c_0068""]",0.0,cache,no_evidence,pass,no_evidence,no_evidence,True,False,False,no_evidence|pass|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Air emissions,b,0,GRI 3,partial,standard,Mentions refinery operations as source of impacts but lacks explicit description of business relationships contributing to negative impacts.,"[""Bangchak2024__c_0190"", ""Bangchak2024__c_0201""]",0.0,cache,no_evidence,standard,No explicit statement on involvement in negative impacts through activities or business relationships.,[],0.0,llm,no_evidence,standard,No explicit statement on involvement with negative impacts through activities/business relationships for 'Air emissions'.,"[""Bangchak2024__c_0190"", ""Bangchak2024__c_0191"", ""Bangchak2024__c_0194"", ""Bangchak2024__c_0195"", ""Bangchak2024__c_0201""]",0.0,llm,no_evidence,standard,No explicit statement on involvement with negative impacts through activities/business relationships for air emissions.,[],0.0,llm,partial,no_evidence,no_evidence,no_evidence,True,False,False,partial|no_evidence|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Air emissions,d.ii,0,GRI 3,partial,standard,Mentions zero complaints and monitoring but lacks explicit remediation actions for actual negative impacts.,"[""Bangchak2024__c_0197"", ""Bangchak2024__c_0201""]",0.0,cache,partial,standard,Mentions zero complaints and emission control but lacks explicit remediation actions for actual impacts.,"[""Bangchak2024__c_0197"", ""Bangchak2024__c_0201""]",0.0,llm,no_evidence,standard,"No explicit description of actions to address actual negative impacts (e.g., remediation efforts) for 'Air emissions'.","[""Bangchak2024__c_0190"", ""Bangchak2024__c_0191"", ""Bangchak2024__c_0194"", ""Bangchak2024__c_0195"", ""Bangchak2024__c_0201""]",0.0,llm,pass,standard,"Actions to address actual impacts include zero complaints, legal compliance, and remediation (chunk 0201).","[""Bangchak2024__c_0201""]",0.0,llm,partial,partial,no_evidence,pass,True,False,False,partial|partial|no_evidence|pass
Bangchak2024,phase5,3-3,Air emissions,d.iii,0,GRI 3,no_evidence,standard,"No description of actions to manage positive impacts (e.g., community benefits from reduced emissions).",[],0.0,cache,pass,standard,"Positive impacts include community education, eco-industrial standards, and carbon neutrality goals.","[""Bangchak2024__c_0195"", ""Bangchak2024__c_0201""]",0.0,llm,no_evidence,standard,No explicit description of actions to manage positive impacts related to 'Air emissions'.,"[""Bangchak2024__c_0190"", ""Bangchak2024__c_0191"", ""Bangchak2024__c_0194"", ""Bangchak2024__c_0195"", ""Bangchak2024__c_0201""]",0.0,llm,no_evidence,standard,No explicit description of actions to manage positive impacts related to air emissions.,[],0.0,llm,no_evidence,pass,no_evidence,no_evidence,True,False,False,no_evidence|pass|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Air emissions,e.iv,0,GRI 3,pass,standard,Mentions carbon capture tech and collaboration with AIT as lessons incorporated.,"[""Bangchak2024__c_0195""]",0.0,cache,partial,standard,Mentions of VOC absorption systems and carbon capture collaboration imply lessons learned but lack explicit policy integration details.,"[""Bangchak2024__c_0192"", ""Bangchak2024__c_0195""]",0.0,llm,pass,standard,Lessons like VRU installation and carbon capture technology are explicitly incorporated into policies.,"[""Bangchak2024__c_0195"", ""Bangchak2024__c_0194""]",0.0,llm,no_evidence,standard,"No explicit evidence links lessons learned (e.g., carbon capture trials) to policy updates or procedural changes.","[""Bangchak2024__c_0195"", ""Bangchak2024__c_0192""]",0.0,llm,pass,partial,pass,no_evidence,True,False,False,pass|partial|pass|no_evidence
Bangchak2024,phase5,3-3,Air emissions,f,0,GRI 3,partial,standard,Mentions stakeholder consideration and annual surveys but lacks explicit linkage to how stakeholder input directly informed action effectiveness.,"[""Bangchak2024__c_0190"", ""Bangchak2024__c_0197""]",0.0,cache,partial,standard,"Evidence mentions stakeholder engagement (surveys, collaboration) but lacks explicit linkage to informing actions or effectiveness evaluation.","[""Bangchak2024__c_0197"", ""Bangchak2024__c_0195""]",0.0,llm,no_evidence,standard,No explicit description of how stakeholder engagement directly informed actions or effectiveness for air emissions.,"[""Bangchak2024__c_0197""]",0.0,llm,no_evidence,standard,No explicit evidence describes how stakeholder engagement directly informed actions or their effectiveness for air emissions.,"[""Bangchak2024__c_0197"", ""Bangchak2024__c_0192""]",0.0,llm,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Anti-corruption & Anti-competitive behavior,b,0,GRI 3,partial,standard,"Mentions high-risk processes (e.g., license applications) but does not explicitly confirm involvement in negative impacts.","[""Bangchak2024__c_0101""]",0.0,cache,partial,standard,Mentions a corruption complaint but lacks explicit description of activities/business relationships causing negative impacts.,"[""Bangchak2024__c_0105""]",0.0,llm,partial,standard,Mentions corruption risk assessments but does not explicitly state involvement in negative impacts.,"[""Bangchak2024__c_0101""]",0.0,llm,no_evidence,standard,No explicit confirmation of involvement in negative impacts through activities/business relationships.,[],0.0,llm,partial,partial,partial,no_evidence,True,False,False,partial|partial|partial|no_evidence
Bangchak2024,phase5,3-3,Anti-corruption & Anti-competitive behavior,e.i,0,GRI 3,pass,standard,Monitoring progress against targets and reporting to committees is explicitly described.,"[""Bangchak2024__c_0100""]",0.0,cache,pass,standard,Mentions monitoring progress and reporting to committees every 6 months (chunk 0100).,"[""Bangchak2024__c_0100"", ""Bangchak2024__c_0105""]",0.0,llm,partial,standard,"Mentions monitoring progress against targets, but lacks detailed processes for tracking effectiveness.","[""Bangchak2024__c_0100""]",0.0,llm,partial,standard,Mentions monitoring progress every 6 months (chunk 0100) but lacks explicit details on processes for tracking effectiveness.,"[""Bangchak2024__c_0100""]",0.0,llm,pass,pass,partial,partial,True,False,False,pass|pass|partial|partial
Bangchak2024,phase5,3-3,Anti-corruption & Anti-competitive behavior,e.ii,0,GRI 3,partial,standard,Improvement targets are mentioned but lack specific goals or indicators.,"[""Bangchak2024__c_0100""]",0.0,cache,partial,standard,References setting policies and objectives but lacks specific goals/targets (chunk 0101).,"[""Bangchak2024__c_0101""]",0.0,llm,no_evidence,standard,"No explicit goals, targets, or indicators for evaluating progress are reported.",[],0.0,llm,no_evidence,standard,"No evidence explicitly reports goals, targets, or indicators for evaluating anti-corruption progress.",[],0.0,llm,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Anti-corruption & Anti-competitive behavior,e.iii,0,GRI 3,partial,standard,"A complaint resolution is noted, but progress toward specific goals is not quantified.","[""Bangchak2024__c_0105""]",0.0,cache,partial,standard,Mentions a complaint and corrective actions but lacks progress metrics (chunk 0105).,"[""Bangchak2024__c_0105""]",0.0,llm,no_evidence,standard,No specific effectiveness data or progress toward goals is provided.,[],0.0,llm,no_evidence,standard,No evidence explicitly reports progress toward anti-corruption goals or targets.,[],0.0,llm,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Anti-corruption & Anti-competitive behavior,e.iv,0,GRI 3,pass,standard,Lessons learned from investigations are explicitly used to improve processes.,"[""Bangchak2024__c_0105""]",0.0,cache,pass,standard,States findings were used to improve operational processes (chunk 0105).,"[""Bangchak2024__c_0105"", ""Bangchak2024__c_0100""]",0.0,llm,partial,standard,"Mentions using investigation findings to improve processes, but lacks detail on lessons learned.","[""Bangchak2024__c_0105""]",0.0,llm,partial,standard,"Mentions using investigation findings to improve processes (chunk 0105), but lacks explicit details on lessons learned or policy integration.","[""Bangchak2024__c_0105""]",0.0,llm,pass,pass,partial,partial,True,False,False,pass|pass|partial|partial
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,a,0,GRI 3,partial,standard,"Evidence mentions environmental and economic impacts (spills, wastewater) but lacks explicit human rights references.","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0187""]",0.0,cache,pass,standard,"Evidence describes economic (damage to materials), environmental (pollution), and social (health impacts) risks from spills, aligning with requirement a.","[""Bangchak2024__c_0188""]",0.0,llm,no_evidence,standard,No explicit description of actual/potential impacts on economy/environment/people related to asset integrity.,"[""Bangchak2024__c_0187"", ""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,llm,no_evidence,standard,"No explicit description of actual/potential negative/positive impacts on economy/environment/people, including human rights, for the material topic.","[""Bangchak2024__c_0188""]",0.0,llm,partial,pass,no_evidence,no_evidence,True,False,False,partial|pass|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,b,0,GRI 3,pass,standard,Report explicitly states involvement in spill risks via refining activities and business relationships.,"[""Bangchak2024__c_0188""]",0.0,cache,pass,standard,"Evidence confirms involvement in managing spills through refining, transportation, and storage activities, as stated in chunk 0188.","[""Bangchak2024__c_0188""]",0.0,llm,no_evidence,standard,No explicit statement on involvement in negative impacts through activities/business relationships.,"[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,llm,pass,standard,Explicitly states the organization is involved with negative impacts (spills) through its activities and business relationships.,"[""Bangchak2024__c_0188""]",0.0,llm,pass,pass,no_evidence,pass,True,False,False,pass|pass|no_evidence|pass
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,d.ii,0,GRI 3,partial,standard,Mentions spill response measures but lacks explicit details on remediation of actual incidents.,"[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,cache,no_evidence,standard,"No explicit mention of addressing actual negative impacts (e.g., remediation of past spills) in the evidence.",[],0.0,llm,no_evidence,standard,"No explicit description of actions addressing actual negative impacts (e.g., remediation of past incidents).","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,llm,pass,standard,"Describes actions to address actual negative impacts (e.g., oil spill response vessel, cleanup equipment, emergency plans).","[""Bangchak2024__c_0189""]",0.0,llm,partial,no_evidence,no_evidence,pass,True,False,False,partial|no_evidence|no_evidence|pass
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,d.iii,0,GRI 3,pass,standard,Water recycling and spill prevention contribute to positive environmental impacts.,"[""Bangchak2024__c_0187"", ""Bangchak2024__c_0188""]",0.0,cache,pass,standard,"Positive impacts (e.g., water reuse, pollution reduction) are described in chunks 0187–0189.","[""Bangchak2024__c_0187""]",0.0,llm,pass,standard,Water reuse/recycling (positive impact) is explicitly quantified and described.,"[""Bangchak2024__c_0187"", ""Bangchak2024__c_0189""]",0.0,llm,no_evidence,standard,No explicit description of actions to manage actual/potential positive impacts related to the material topic.,[],0.0,llm,pass,pass,pass,no_evidence,True,False,False,pass|pass|pass|no_evidence
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,e.i,0,GRI 3,no_evidence,standard,No explicit processes for tracking effectiveness of actions related to the material topic.,[],0.0,cache,pass,standard,"Processes like preventive maintenance, safety inspections, and reporting to SHEEM are described.","[""Bangchak2024__c_0189"", ""Bangchak2024__c_0187""]",0.0,llm,no_evidence,standard,"Processes like wastewater treatment and spill prevention are described, but not explicitly tied to tracking effectiveness for 'Asset integrity and critical incident management'.","[""Bangchak2024__c_0187"", ""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,llm,partial,standard,"Mentions monitoring systems (e.g., Automatic Tank Gauging) but lacks explicit tracking processes for effectiveness of actions related to asset integrity.","[""Bangchak2024__c_0189"", ""Bangchak2024__c_0187""]",0.0,llm,no_evidence,pass,no_evidence,partial,True,False,False,no_evidence|pass|no_evidence|partial
Bangchak2024,phase5,3-3,Asset integrity and critical incident management,e.iv,0,GRI 3,no_evidence,standard,No mention of lessons learned or policy updates related to the material topic.,[],0.0,cache,partial,standard,"Mentions of lessons learned (e.g., safety inspections, preventive measures) but lacks explicit policy integration.","[""Bangchak2024__c_0189"", ""Bangchak2024__c_0187""]",0.0,llm,no_evidence,standard,"Lessons learned (e.g., training, equipment upgrades) are mentioned, but not explicitly linked to 'Asset integrity and critical incident management' policies.","[""Bangchak2024__c_0188"", ""Bangchak2024__c_0189""]",0.0,llm,no_evidence,standard,No explicit lessons learned or policy updates related to asset integrity or critical incident management.,"[""Bangchak2024__c_0189"", ""Bangchak2024__c_0188"", ""Bangchak2024__c_0187""]",0.0,llm,no_evidence,partial,no_evidence,no_evidence,True,False,False,no_evidence|partial|no_evidence|no_evidence
Bangchak2024,phase5,3-3,Biodiversity,a,0,GRI 3,partial,standard,Evidence discusses environmental and economic impacts but lacks explicit mention of human rights.,"[""Bangchak2024__c_0212""]",0.0,cache,partial,standard,Mentions biodiversity's importance to ecosystems and economic risks but lacks explicit description of impacts on people or human rights.,"[""Bangchak2024__c_0212"", ""Bangchak2024__c_0213""]",0.0,llm,no_evidence,standard,"No explicit description of actual/potential impacts on economy/environment/people, including human rights.","[""Bangchak2024__c_0212""]",0.0,llm,no_evidence,standard,No explicit description of actual/potential impacts on economy/environment/people related to biodiversity.,[],0.0,llm,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
